연도,역명,승차총승객수,하차총승객수,총이용량
2026,대림,18028,18884,36912
2026,신도림,40531,40040,80571
2026,문래,13763,15065,28828
2026,영등포구청,13814,14691,28505
2026,당산,11935,12522,24457
2026,합정,28976,33315,62291
2026,홍대입구,79772,89006,168778
2026,이대,10940,11477,22417
2026,아현,7723,7166,14889
2026,충정로,6271,6702,12973
2026,용답,2103,2026,4129
2026,신설동,3579,3621,7200
2026,양천구청,4172,4362,8534
2026,용두,1622,1543,3165
2026,시청,8667,7090,15757
2026,신당,9143,9931,19074
2026,상왕십리,7521,7636,15157
2026,왕십리,9658,9704,19362
2026,한양대,2986,3318,6304
2026,성수,34169,35865,70034
2026,건대입구,27472,28464,55936
2026,구의,15023,15266,30289
2026,잠실나루,5648,5831,11479
2026,잠실,57375,52911,110286
2026,삼성,24341,22971,47312
2026,강남,33023,32009,65032
2026,교대,9918,12106,22024
2026,방배,7337,7577,14914
2026,사당,24943,26526,51469
2026,봉천,13340,13336,26676
2026,신림,34367,34781,69148
2026,신대방,15413,15049,30462
2026,구로디지털단지,25942,25549,51491
2026,대림,15931,16368,32299
2026,신도림,28805,28495,57300
2026,문래,9701,10224,19925
2026,영등포구청,10243,10834,21077
2026,당산,8571,8972,17543
2026,합정,22681,23914,46595
2026,홍대입구,63601,65183,128784
2026,이대,8678,9516,18194
2026,아현,5953,5868,11821
2026,충정로,4380,4857,9237
2026,용답,1894,1928,3822
2026,신설동,3406,3561,6967
2026,양천구청,3483,3584,7067
2026,용두,1192,1201,2393
2026,시청,30319,28584,58903
2026,신당,15442,15862,31304
2026,상왕십리,15565,15411,30976
2026,왕십리,16198,14717,30915
2026,한양대,11402,12131,23533
2026,성수,53982,57544,111526
2026,건대입구,36818,38564,75382
2026,구의,29625,29390,59015
2026,잠실나루,16514,16115,32629
2026,잠실,78391,76590,154981
2026,삼성,58857,59331,118188
2026,강남,91985,89933,181918
2026,교대,33900,40028,73928
2026,방배,17157,17626,34783
2026,사당,41863,45513,87376
2026,봉천,26122,25092,51214
2026,신림,57520,56661,114181
2026,신대방,25660,25043,50703
2026,구로디지털단지,64132,63970,128102
2026,대림,25766,26164,51930
2026,신도림,49588,47287,96875
2026,문래,26040,26224,52264
2026,영등포구청,25942,26268,52210
2026,당산,19211,21993,41204
2026,합정,30879,33033,63912
2026,홍대입구,66715,70617,137332
2026,이대,16315,17639,33954
2026,아현,11530,10881,22411
2026,충정로,11213,11953,23166
2026,용답,3037,3084,6121
2026,신설동,3825,3776,7601
2026,양천구청,7354,7778,15132
2026,용두,2495,2506,5001
2026,용두,2582,2628,5210
2026,시청,31273,29940,61213
2026,신당,15866,16338,32204
2026,상왕십리,15781,15593,31374
2026,왕십리,16535,14923,31458
2026,한양대,11610,12149,23759
2026,성수,54410,58187,112597
2026,건대입구,37574,38910,76484
2026,구의,29919,29623,59542
2026,잠실나루,17011,16515,33526
2026,잠실,81376,78764,160140
2026,삼성,60457,59251,119708
2026,강남,92873,90982,183855
2026,교대,34273,40187,74460
2026,방배,17699,18109,35808
2026,사당,43094,46847,89941
2026,봉천,26450,24920,51370
2026,신림,57840,57158,114998
2026,신대방,26028,25256,51284
2026,구로디지털단지,63844,63771,127615
2026,대림,25777,26186,51963
2026,신도림,50499,47754,98253
2026,문래,26013,26345,52358
2026,영등포구청,25982,26584,52566
2026,당산,19895,22627,42522
2026,합정,32214,34344,66558
2026,홍대입구,66261,70857,137118
2026,이대,15918,17306,33224
2026,아현,12091,11257,23348
2026,충정로,11690,12401,24091
2026,용답,3016,3052,6068
2026,신설동,3551,3679,7230
2026,양천구청,7397,7845,15242
2026,시청,31566,29802,61368
2026,신당,16253,16909,33162
2026,상왕십리,15982,16007,31989
2026,왕십리,16922,15807,32729
2026,한양대,11452,11992,23444
2026,성수,56008,59152,115160
2026,건대입구,37469,39153,76622
2026,구의,30385,29875,60260
2026,잠실나루,16909,16313,33222
2026,잠실,83033,80449,163482
2026,삼성,60120,57266,117386
2026,강남,92502,90069,182571
2026,교대,35059,41448,76507
2026,방배,17806,18399,36205
2026,사당,44296,47205,91501
2026,봉천,26670,25367,52037
2026,신림,59110,58628,117738
2026,신대방,26362,25667,52029
2026,구로디지털단지,64938,64520,129458
2026,대림,26013,26567,52580
2026,신도림,51873,48954,100827
2026,문래,26709,27200,53909
2026,영등포구청,26224,26851,53075
2026,당산,19991,22851,42842
2026,합정,32862,34945,67807
2026,홍대입구,68452,72542,140994
2026,이대,16373,17708,34081
2026,아현,11735,11322,23057
2026,충정로,11690,12404,24094
2026,용답,3062,3044,6106
2026,신설동,3996,3921,7917
2026,양천구청,7478,7978,15456
2026,용두,2646,2610,5256
2026,시청,31252,29475,60727
2026,신당,16083,16540,32623
2026,상왕십리,15327,15259,30586
2026,왕십리,16792,15278,32070
2026,한양대,11324,11821,23145
2026,성수,54357,58105,112462
2026,건대입구,37279,38629,75908
2026,구의,29891,29347,59238
2026,잠실나루,16377,15870,32247
2026,잠실,83209,80515,163724
2026,삼성,58857,58070,116927
2026,강남,92066,89790,181856
2026,교대,34654,40687,75341
2026,방배,17497,17918,35415
2026,사당,44874,47726,92600
2026,봉천,25989,24743,50732
2026,신림,57804,56712,114516
2026,신대방,25512,24772,50284
2026,구로디지털단지,63315,62857,126172
2026,대림,25031,25169,50200
2026,신도림,50562,48170,98732
2026,문래,25522,25972,51494
2026,영등포구청,25845,26396,52241
2026,당산,19711,22404,42115
2026,합정,32733,35063,67796
2026,홍대입구,69546,73946,143492
2026,이대,15971,17289,33260
2026,아현,11558,10854,22412
2026,충정로,11466,12146,23612
2026,용답,2877,2845,5722
2026,신설동,3694,3792,7486
2026,양천구청,7098,7586,14684
2026,용두,2509,2570,5079
2026,시청,31178,29808,60986
2026,신당,17010,17855,34865
2026,상왕십리,15930,15639,31569
2026,왕십리,17885,16703,34588
2026,한양대,11695,12116,23811
2026,성수,56922,60968,117890
2026,건대입구,40567,43370,83937
2026,구의,31307,30921,62228
2026,잠실나루,16897,16001,32898
2026,잠실,87384,85159,172543
2026,삼성,60112,60270,120382
2026,강남,98554,97483,196037
2026,교대,36377,43375,79752
2026,방배,17552,18156,35708
2026,사당,49001,53860,102861
2026,봉천,27239,25295,52534
2026,신림,61145,60018,121163
2026,신대방,26742,25383,52125
2026,구로디지털단지,66318,65747,132065
2026,대림,26197,26323,52520
2026,신도림,53432,51521,104953
2026,문래,27011,28083,55094
2026,영등포구청,26505,27188,53693
2026,당산,20526,23178,43704
2026,합정,35785,40540,76325
2026,홍대입구,73572,82239,155811
2026,이대,17582,18216,35798
2026,아현,12052,11089,23141
2026,충정로,11477,12165,23642
2026,용답,3102,3029,6131
2026,신설동,4117,4252,8369
2026,양천구청,7445,7897,15342
2026,용두,2657,2595,5252
2026,시청,12932,10750,23682
2026,신당,12574,13689,26263
2026,상왕십리,10915,10440,21355
2026,왕십리,14223,13774,27997
2026,한양대,10477,11116,21593
2026,성수,40833,43727,84560
2026,건대입구,37168,39857,77025
2026,구의,22189,21346,43535
2026,잠실나루,8183,8019,16202
2026,잠실,80202,76774,156976
2026,삼성,38194,36462,74656
2026,강남,67573,64587,132160
2026,교대,17856,21897,39753
2026,방배,9902,10039,19941
2026,사당,41095,44377,85472
2026,봉천,19461,18006,37467
2026,신림,48147,45935,94082
2026,신대방,20133,19196,39329
2026,구로디지털단지,39077,37887,76964
2026,대림,19074,20022,39096
2026,신도림,45977,45169,91146
2026,문래,16294,17621,33915
2026,영등포구청,16202,16870,33072
2026,당산,13419,14503,27922
2026,합정,32171,37066,69237
2026,홍대입구,82297,91697,173994
2026,이대,12895,13288,26183
2026,아현,8275,7601,15876
2026,충정로,6665,7147,13812
2026,용답,2220,2136,4356
2026,신설동,3932,3575,7507
2026,양천구청,4639,4800,9439
2026,용두,1698,1619,3317
2026,시청,9086,7169,16255
2026,신당,9141,9984,19125
2026,상왕십리,7730,7854,15584
2026,왕십리,10124,9841,19965
2026,한양대,3031,3433,6464
2026,성수,35578,37033,72611
2026,건대입구,28664,29551,58215
2026,구의,15427,15490,30917
2026,잠실나루,5644,5802,11446
2026,잠실,59713,55835,115548
2026,삼성,27937,26555,54492
2026,강남,35756,33247,69003
2026,교대,10344,12678,23022
2026,방배,7388,7554,14942
2026,사당,27286,29025,56311
2026,봉천,13707,13335,27042
2026,신림,35679,35630,71309
2026,신대방,15448,14794,30242
2026,구로디지털단지,26789,25875,52664
2026,대림,15932,16701,32633
2026,신도림,31042,30588,61630
2026,문래,9935,10341,20276
2026,영등포구청,10297,10363,20660
2026,당산,8486,8969,17455
2026,합정,23414,24671,48085
2026,홍대입구,64472,66404,130876
2026,이대,9001,9837,18838
2026,아현,5843,5668,11511
2026,충정로,4490,4925,9415
2026,용답,1799,1845,3644
2026,신설동,3296,3331,6627
2026,양천구청,3342,3378,6720
2026,용두,1111,1111,2222
2026,시청,30202,27831,58033
2026,신당,15165,15651,30816
2026,상왕십리,15105,15166,30271
2026,왕십리,15855,14315,30170
2026,한양대,10596,11114,21710
2026,성수,54540,56554,111094
2026,건대입구,36736,38110,74846
2026,구의,29790,29715,59505
2026,잠실나루,16291,15697,31988
2026,잠실,78364,75401,153765
2026,삼성,59256,58504,117760
2026,강남,93357,85555,178912
2026,교대,35365,41597,76962
2026,방배,17121,17523,34644
2026,사당,42188,45202,87390
2026,봉천,25669,24934,50603
2026,신림,56797,56577,113374
2026,신대방,25349,24886,50235
2026,구로디지털단지,63431,62992,126423
2026,대림,25320,25822,51142
2026,신도림,49008,46392,95400
2026,문래,25964,26080,52044
2026,영등포구청,26248,26803,53051
2026,당산,18942,22109,41051
2026,합정,31009,32792,63801
2026,홍대입구,66573,69390,135963
2026,이대,16548,17699,34247
2026,아현,11397,10942,22339
2026,충정로,11359,12054,23413
2026,용답,2912,2936,5848
2026,신설동,4157,4076,8233
2026,양천구청,7168,7787,14955
2026,용두,2482,2519,5001
2026,시청,36714,34704,71418
2026,신당,19391,19882,39273
2026,상왕십리,17597,17935,35532
2026,왕십리,19132,17305,36437
2026,한양대,10655,11861,22516
2026,성수,61324,64484,125808
2026,건대입구,43357,44773,88130
2026,구의,35249,34903,70152
2026,잠실나루,17696,17366,35062
2026,잠실,84249,82730,166979
2026,삼성,67344,67249,134593
2026,강남,106680,97025,203705
2026,교대,38293,45792,84085
2026,방배,19171,19988,39159
2026,사당,49151,52014,101165
2026,봉천,31170,30063,61233
2026,신림,61939,61589,123528
2026,신대방,31796,30719,62515
2026,구로디지털단지,71463,71055,142518
2026,대림,28052,28672,56724
2026,신도림,50714,48990,99704
2026,문래,28630,29580,58210
2026,영등포구청,28640,29442,58082
2026,당산,22680,25360,48040
2026,합정,36247,38419,74666
2026,홍대입구,78284,82598,160882
2026,이대,21626,22844,44470
2026,아현,14718,14345,29063
2026,충정로,13608,14771,28379
2026,용답,3703,3753,7456
2026,신설동,5474,5375,10849
2026,양천구청,10238,10285,20523
2026,용두,4020,3787,7807
2026,시청,35727,34343,70070
2026,신당,19046,19822,38868
2026,상왕십리,17176,17455,34631
2026,왕십리,19261,17520,36781
2026,한양대,9345,10110,19455
2026,성수,59854,63177,123031
2026,건대입구,42519,44354,86873
2026,구의,35004,34713,69717
2026,잠실나루,17741,17503,35244
2026,잠실,80991,79492,160483
2026,삼성,66443,66383,132826
2026,강남,104057,99142,203199
2026,교대,38304,45443,83747
2026,방배,18469,19195,37664
2026,사당,48876,51339,100215
2026,봉천,31108,30225,61333
2026,신림,61995,61883,123878
2026,신대방,32447,31637,64084
2026,구로디지털단지,70794,70706,141500
2026,대림,28977,29276,58253
2026,신도림,51870,50326,102196
2026,문래,28563,29544,58107
2026,영등포구청,28268,29173,57441
2026,당산,22392,25267,47659
2026,합정,35405,38220,73625
2026,홍대입구,78310,82760,161070
2026,이대,21563,22594,44157
2026,아현,14812,14118,28930
2026,충정로,13594,14774,28368
2026,신설동,5361,5401,10762
2026,양천구청,10314,10454,20768
2026,용두,3863,3827,7690
2026,용답,3666,3751,7417
2026,시청,32491,31398,63889
2026,신당,16424,16908,33332
2026,상왕십리,15821,15657,31478
2026,왕십리,16661,15273,31934
2026,한양대,9592,10164,19756
2026,성수,57426,61848,119274
2026,건대입구,38936,40191,79127
2026,구의,30810,30444,61254
2026,잠실나루,17128,16448,33576
2026,잠실,83999,81806,165805
2026,삼성,61418,62606,124024
2026,강남,94158,91977,186135
2026,교대,36890,44354,81244
2026,방배,17664,18134,35798
2026,사당,46591,50278,96869
2026,봉천,26812,25296,52108
2026,신림,59242,58077,117319
2026,신대방,26576,25442,52018
2026,구로디지털단지,65039,64481,129520
2026,대림,26228,26537,52765
2026,신도림,51687,49325,101012
2026,문래,26289,27177,53466
2026,영등포구청,26566,27262,53828
2026,당산,20617,23293,43910
2026,합정,33689,36534,70223
2026,홍대입구,70240,75279,145519
2026,이대,16564,17903,34467
2026,아현,11914,10880,22794
2026,충정로,11726,12619,24345
2026,용답,3045,3011,6056
2026,신설동,4054,3964,8018
2026,양천구청,7774,8162,15936
2026,용두,2744,2773,5517
2026,신당,17043,18046,35089
2026,상왕십리,16233,15827,32060
2026,왕십리,17777,16682,34459
2026,한양대,8952,9231,18183
2026,성수,59025,63099,122124
2026,건대입구,41279,43822,85101
2026,구의,31814,31074,62888
2026,잠실나루,17105,16065,33170
2026,잠실,88672,86199,174871
2026,삼성,62776,63098,125874
2026,강남,98940,98099,197039
2026,교대,38046,45748,83794
2026,방배,17366,17550,34916
2026,사당,50095,54965,105060
2026,봉천,27459,25300,52759
2026,신림,61289,59988,121277
2026,시청,32264,30635,62899
2026,신대방,27221,25982,53203
2026,구로디지털단지,66503,66111,132614
2026,대림,27090,27435,54525
2026,신도림,53863,51797,105660
2026,문래,27189,28040,55229
2026,영등포구청,26730,27549,54279
2026,당산,20912,23735,44647
2026,합정,36196,40672,76868
2026,홍대입구,76196,85114,161310
2026,이대,17830,18785,36615
2026,아현,11880,11030,22910
2026,충정로,11769,12328,24097
2026,용답,3176,3141,6317
2026,신설동,4406,4461,8867
2026,양천구청,7560,7929,15489
2026,용두,2759,2759,5518
2026,구로디지털단지,39648,38765,78413
2026,시청,14292,12175,26467
2026,신당,13247,14598,27845
2026,상왕십리,10923,10697,21620
2026,왕십리,14508,13832,28340
2026,한양대,4984,5252,10236
2026,성수,48253,51525,99778
2026,건대입구,40457,43168,83625
2026,구의,23088,22171,45259
2026,잠실나루,8585,8427,17012
2026,잠실,81752,78154,159906
2026,삼성,39326,37803,77129
2026,강남,68200,67022,135222
2026,교대,18498,22900,41398
2026,방배,10415,10433,20848
2026,사당,43395,46925,90320
2026,봉천,20019,18650,38669
2026,신림,49451,47571,97022
2026,신대방,21422,20158,41580
2026,대림,20716,21358,42074
2026,신도림,47259,46308,93567
2026,문래,16811,18280,35091
2026,영등포구청,16531,17110,33641
2026,당산,14499,15535,30034
2026,합정,32936,38141,71077
2026,홍대입구,87782,98724,186506
2026,이대,13995,14267,28262
2026,아현,8699,8040,16739
2026,충정로,7058,7526,14584
2026,용답,2275,2221,4496
2026,신설동,4066,3914,7980
2026,양천구청,5057,5091,10148
2026,용두,1949,1849,3798
2026,당산,9346,9991,19337
2026,시청,9765,8061,17826
2026,신당,9733,10370,20103
2026,상왕십리,7877,8003,15880
2026,왕십리,10283,9924,20207
2026,한양대,3030,3361,6391
2026,성수,37835,39399,77234
2026,건대입구,29910,30293,60203
2026,구의,16213,16154,32367
2026,잠실나루,5987,6096,12083
2026,잠실,60995,56407,117402
2026,삼성,28104,26790,54894
2026,강남,37919,36062,73981
2026,교대,10674,12814,23488
2026,방배,7591,7693,15284
2026,사당,27825,29870,57695
2026,봉천,14431,14175,28606
2026,신림,36838,36708,73546
2026,신대방,16201,15804,32005
2026,구로디지털단지,27876,26940,54816
2026,대림,16825,17173,33998
2026,신도림,32544,32133,64677
2026,문래,10846,11577,22423
2026,영등포구청,11241,11677,22918
2026,합정,24967,25618,50585
2026,홍대입구,68818,70291,139109
2026,이대,9399,9947,19346
2026,아현,6319,6054,12373
2026,충정로,4587,5019,9606
2026,용답,1921,1919,3840
2026,신설동,3324,3458,6782
2026,양천구청,3677,3798,7475
2026,용두,1202,1217,2419
2026,시청,30793,28850,59643
2026,신당,15530,15881,31411
2026,상왕십리,15348,15254,30602
2026,왕십리,15878,14427,30305
2026,한양대,9860,10400,20260
2026,성수,53032,56087,109119
2026,건대입구,36602,38080,74682
2026,구의,30166,29851,60017
2026,잠실나루,16633,16122,32755
2026,잠실,78342,77279,155621
2026,삼성,57467,58525,115992
2026,강남,92205,90131,182336
2026,교대,35529,41925,77454
2026,방배,17101,17541,34642
2026,사당,42166,45368,87534
2026,봉천,26166,25265,51431
2026,신림,57410,56352,113762
2026,신대방,25765,25098,50863
2026,구로디지털단지,63454,63149,126603
2026,대림,25797,26190,51987
2026,신도림,49478,46773,96251
2026,문래,25897,26244,52141
2026,영등포구청,26265,26978,53243
2026,당산,19101,21967,41068
2026,합정,31093,32831,63924
2026,홍대입구,66381,66503,132884
2026,이대,15594,16774,32368
2026,아현,11621,11017,22638
2026,충정로,11370,12063,23433
2026,용답,3050,2982,6032
2026,신설동,4093,4076,8169
2026,양천구청,7425,7911,15336
2026,용두,2562,2560,5122
2026,시청,31247,29610,60857
2026,신당,15346,15690,31036
2026,상왕십리,15071,14970,30041
2026,왕십리,15857,14282,30139
2026,한양대,9670,10062,19732
2026,성수,52168,55172,107340
2026,건대입구,35791,37546,73337
2026,구의,29858,29503,59361
2026,잠실나루,15873,15374,31247
2026,잠실,78551,76678,155229
2026,삼성,58097,58739,116836
2026,강남,91358,89033,180391
2026,교대,34641,40688,75329
2026,방배,16906,17341,34247
2026,사당,41554,44677,86231
2026,봉천,25344,23986,49330
2026,신림,56913,55866,112779
2026,신대방,25100,24386,49486
2026,구로디지털단지,62150,61913,124063
2026,대림,24623,25133,49756
2026,신도림,48298,45719,94017
2026,문래,25175,25760,50935
2026,영등포구청,25606,26106,51712
2026,당산,18706,21392,40098
2026,합정,30630,32766,63396
2026,홍대입구,63277,62390,125667
2026,이대,15356,16536,31892
2026,아현,11104,10571,21675
2026,충정로,11108,11874,22982
2026,용답,2904,2845,5749
2026,신설동,3839,3943,7782
2026,양천구청,7064,7502,14566
2026,용두,2481,2444,4925
2026,시청,31148,29363,60511
2026,신당,15396,16018,31414
2026,상왕십리,15088,15189,30277
2026,왕십리,16433,14598,31031
2026,한양대,9337,9861,19198
2026,성수,51403,54666,106069
2026,건대입구,35782,37289,73071
2026,구의,30058,29639,59697
2026,잠실나루,15929,15415,31344
2026,잠실,78144,76979,155123
2026,삼성,61417,61676,123093
2026,강남,91214,88773,179987
2026,교대,35401,42024,77425
2026,방배,19654,19948,39602
2026,사당,43284,45804,89088
2026,봉천,25458,24349,49807
2026,신림,57244,56210,113454
2026,신대방,25161,24749,49910
2026,구로디지털단지,62670,62258,124928
2026,대림,24961,25384,50345
2026,신도림,49153,46750,95903
2026,문래,25590,25967,51557
2026,영등포구청,25752,26383,52135
2026,당산,19042,21977,41019
2026,합정,31476,33406,64882
2026,홍대입구,64600,63504,128104
2026,이대,15344,16664,32008
2026,아현,11028,10602,21630
2026,충정로,11428,12076,23504
2026,용답,2948,2820,5768
2026,신설동,4042,4071,8113
2026,양천구청,7154,7633,14787
2026,용두,2468,2395,4863
2026,시청,31719,29975,61694
2026,신당,15168,15875,31043
2026,상왕십리,14899,15007,29906
2026,왕십리,16147,14535,30682
2026,한양대,9216,9564,18780
2026,성수,53278,57011,110289
2026,건대입구,35291,36671,71962
2026,구의,29345,28796,58141
2026,잠실나루,15704,14924,30628
2026,잠실,78639,76848,155487
2026,삼성,62078,61129,123207
2026,강남,91530,89589,181119
2026,교대,35101,41499,76600
2026,방배,18202,18706,36908
2026,사당,42171,45515,87686
2026,봉천,25289,24138,49427
2026,신림,56301,55181,111482
2026,신대방,24745,24068,48813
2026,구로디지털단지,61960,61611,123571
2026,대림,24134,24426,48560
2026,신도림,48947,46507,95454
2026,문래,25245,25599,50844
2026,영등포구청,25546,26220,51766
2026,당산,19040,21683,40723
2026,합정,32352,34495,66847
2026,홍대입구,65553,64540,130093
2026,이대,15592,16598,32190
2026,아현,11077,10338,21415
2026,충정로,11475,12144,23619
2026,용답,2841,2808,5649
2026,신설동,3979,3940,7919
2026,양천구청,6953,7564,14517
2026,용두,2314,2323,4637
2026,용답,2961,2918,5879
2026,시청,31710,29597,61307
2026,신당,16918,17731,34649
2026,상왕십리,15866,15442,31308
2026,왕십리,17885,16590,34475
2026,한양대,9461,9769,19230
2026,성수,55897,59017,114914
2026,건대입구,41221,43415,84636
2026,구의,31114,30556,61670
2026,잠실나루,17023,16003,33026
2026,잠실,84191,81267,165458
2026,삼성,64261,58443,122704
2026,강남,97500,95240,192740
2026,교대,36314,43200,79514
2026,방배,16919,17351,34270
2026,사당,48720,52544,101264
2026,봉천,26847,25142,51989
2026,신림,60242,59558,119800
2026,신대방,26259,25255,51514
2026,구로디지털단지,64860,64385,129245
2026,대림,26029,26419,52448
2026,신도림,52375,50691,103066
2026,문래,26426,27394,53820
2026,영등포구청,26599,27277,53876
2026,당산,20253,23296,43549
2026,합정,35700,39447,75147
2026,홍대입구,73872,75443,149315
2026,이대,16843,17872,34715
2026,아현,12030,11382,23412
2026,충정로,11671,12275,23946
2026,신설동,4444,4507,8951
2026,양천구청,7296,7840,15136
2026,용두,2510,2509,5019
2026,시청,13177,10937,24114
2026,신당,12930,13864,26794
2026,상왕십리,10746,10361,21107
2026,왕십리,13900,13388,27288
2026,한양대,4462,4692,9154
2026,성수,41750,44919,86669
2026,건대입구,38461,40867,79328
2026,구의,22426,21782,44208
2026,잠실나루,8592,8455,17047
2026,잠실,78529,75442,153971
2026,삼성,36498,33440,69938
2026,강남,64609,63951,128560
2026,교대,17450,21567,39017
2026,방배,10083,10035,20118
2026,사당,40401,43588,83989
2026,봉천,19338,17962,37300
2026,신림,48031,46591,94622
2026,신대방,20404,18740,39144
2026,구로디지털단지,38667,37853,76520
2026,대림,19287,20013,39300
2026,신도림,46140,45276,91416
2026,문래,15457,17025,32482
2026,영등포구청,16142,17019,33161
2026,당산,13624,14871,28495
2026,합정,32244,37243,69487
2026,홍대입구,83187,86474,169661
2026,이대,12660,13072,25732
2026,아현,8435,7948,16383
2026,충정로,6515,6967,13482
2026,용답,2240,2161,4401
2026,신설동,3863,3786,7649
2026,양천구청,4621,4670,9291
2026,용두,1651,1626,3277
2026,시청,8986,7022,16008
2026,신당,9389,9925,19314
2026,상왕십리,7612,7701,15313
2026,왕십리,9725,9101,18826
2026,한양대,2894,3226,6120
2026,성수,33710,35205,68915
2026,건대입구,28934,29529,58463
2026,구의,15795,15873,31668
2026,잠실나루,5834,5964,11798
2026,잠실,58177,53764,111941
2026,삼성,26101,24919,51020
2026,강남,35825,34120,69945
2026,교대,10401,12606,23007
2026,방배,6842,7034,13876
2026,사당,26566,28133,54699
2026,봉천,13779,13423,27202
2026,신림,35426,35295,70721
2026,신대방,15679,15059,30738
2026,구로디지털단지,27050,26229,53279
2026,대림,15811,16442,32253
2026,신도림,30459,29665,60124
2026,문래,9864,10614,20478
2026,영등포구청,10575,10809,21384
2026,당산,8874,9259,18133
2026,합정,23615,24699,48314
2026,홍대입구,66025,62668,128693
2026,이대,9295,9939,19234
2026,아현,5873,5704,11577
2026,충정로,4592,4990,9582
2026,용답,1787,1813,3600
2026,신설동,3366,3458,6824
2026,양천구청,3444,3565,7009
2026,용두,1227,1151,2378
2026,시청,30125,28541,58666
2026,신당,15199,15605,30804
2026,상왕십리,15140,15121,30261
2026,왕십리,15612,14247,29859
2026,한양대,9197,9651,18848
2026,성수,53548,56559,110107
2026,건대입구,35633,36857,72490
2026,구의,29271,29248,58519
2026,잠실나루,16378,15714,32092
2026,잠실,76649,75144,151793
2026,삼성,57103,57994,115097
2026,강남,89650,87849,177499
2026,교대,34377,40238,74615
2026,방배,16388,16859,33247
2026,사당,41045,44052,85097
2026,봉천,25740,24919,50659
2026,신림,56430,55294,111724
2026,신대방,25159,24516,49675
2026,구로디지털단지,62881,62458,125339
2026,대림,25646,26185,51831
2026,신도림,49214,46339,95553
2026,문래,25985,26297,52282
2026,영등포구청,25701,26211,51912
2026,당산,19074,22023,41097
2026,합정,30574,32539,63113
2026,홍대입구,66422,64110,130532
2026,이대,15416,16415,31831
2026,아현,11231,10744,21975
2026,충정로,11303,11968,23271
2026,신설동,3836,3955,7791
2026,양천구청,7116,7708,14824
2026,용두,2497,2442,4939
2026,용답,2936,2980,5916
2026,용두,2579,2639,5218
2026,시청,32203,30326,62529
2026,신당,15794,16437,32231
2026,상왕십리,15637,15500,31137
2026,왕십리,16184,14612,30796
2026,한양대,9568,10149,19717
2026,성수,54599,57922,112521
2026,건대입구,36890,38261,75151
2026,구의,30554,29930,60484
2026,잠실나루,16534,16027,32561
2026,잠실,82755,81923,164678
2026,삼성,59336,60134,119470
2026,강남,92910,90579,183489
2026,교대,35656,41789,77445
2026,방배,16928,17478,34406
2026,사당,43535,46405,89940
2026,봉천,26121,24998,51119
2026,신림,57418,56703,114121
2026,신대방,25732,25174,50906
2026,구로디지털단지,64110,63809,127919
2026,대림,25874,26241,52115
2026,신도림,49695,47222,96917
2026,문래,26144,26553,52697
2026,영등포구청,25982,26727,52709
2026,당산,19774,22748,42522
2026,합정,32223,34045,66268
2026,홍대입구,67029,70155,137184
2026,이대,15698,17022,32720
2026,아현,11300,10690,21990
2026,충정로,11488,12244,23732
2026,용답,3018,2977,5995
2026,신설동,4127,4063,8190
2026,양천구청,7396,7862,15258
2026,신당,15908,16486,32394
2026,상왕십리,15579,15439,31018
2026,왕십리,16447,15132,31579
2026,한양대,9642,10083,19725
2026,성수,54853,58481,113334
2026,건대입구,36965,38510,75475
2026,구의,30213,29836,60049
2026,잠실나루,16537,15907,32444
2026,잠실,82340,79484,161824
2026,삼성,59567,60061,119628
2026,강남,91846,89541,181387
2026,교대,35817,42202,78019
2026,방배,17019,17532,34551
2026,사당,43516,46933,90449
2026,봉천,26523,25259,51782
2026,신림,58498,57672,116170
2026,신대방,25691,25030,50721
2026,구로디지털단지,64203,63870,128073
2026,대림,25870,26313,52183
2026,신도림,51182,48675,99857
2026,문래,26227,26848,53075
2026,영등포구청,26401,26791,53192
2026,당산,19569,22836,42405
2026,합정,32157,34613,66770
2026,홍대입구,66738,70488,137226
2026,이대,15896,17024,32920
2026,아현,11356,10893,22249
2026,충정로,11536,12276,23812
2026,용답,3033,2923,5956
2026,신설동,4002,4126,8128
2026,양천구청,7402,7814,15216
2026,용두,2373,2427,4800
2026,시청,31952,30250,62202
2026,시청,32702,30591,63293
2026,신당,16281,16807,33088
2026,상왕십리,15450,15569,31019
2026,왕십리,16672,15160,31832
2026,한양대,9797,10242,20039
2026,성수,55898,59825,115723
2026,건대입구,36780,38260,75040
2026,구의,30291,29762,60053
2026,잠실나루,16532,15707,32239
2026,잠실,81646,79309,160955
2026,삼성,64979,65450,130429
2026,강남,92717,90616,183333
2026,교대,35227,41311,76538
2026,방배,16995,17646,34641
2026,사당,43653,47340,90993
2026,봉천,26349,24995,51344
2026,신림,58785,57641,116426
2026,신대방,25784,24944,50728
2026,구로디지털단지,63943,63675,127618
2026,대림,25245,25766,51011
2026,신도림,51174,48570,99744
2026,문래,26006,26560,52566
2026,영등포구청,26367,26787,53154
2026,당산,19778,22650,42428
2026,합정,32826,35468,68294
2026,홍대입구,68664,70079,138743
2026,이대,15991,17375,33366
2026,아현,11533,10767,22300
2026,충정로,11652,12542,24194
2026,용답,3002,2921,5923
2026,신설동,4203,4243,8446
2026,양천구청,7283,7783,15066
2026,용두,2533,2560,5093
2026,시청,32183,29929,62112
2026,신당,16851,17658,34509
2026,상왕십리,16001,15773,31774
2026,왕십리,17452,16019,33471
